#name	chrom	strand	txStart	txEnd
ENSMUST00000068697_at	chr6	-	72792531	72849754
ENSMUST00000114050_at	chr6	-	72907340	72908482
ENSMUST00000114049_at	chr6	-	72907346	72908296
ENSMUST00000114048_at	chr6	-	72907354	72908742
ENSMUST00000114038_at	chr6	-	73034171	73088999
ENSMUST00000104368_at	chr6	-	73034918	73035024
ENSMUST00000083138_at	chr6	-	73091478	73091674
ENSMUST00000064740_at	chr6	+	73198664	73226899
ENSMUST00000070163_at	chr6	-	73418640	73419558
ENSMUST00000103994_at	chr6	+	74290943	74291075
ENSMUST00000082474_at	chr6	-	74401790	74401898
ENSMUST00000103796_at	chr6	-	74455048	74455158
ENSMUST00000121642_at	chr6	-	75732351	75732750
ENSMUST00000088937_at	chr6	-	75732351	75732750
ENSMUST00000101275_at	chr6	-	75920265	75920505
ENSMUST00000082556_at	chr6	-	76150111	76150275
ENSMUST00000097218_at	chr6	-	76446636	76447625
ENSMUST00000076334_at	chr6	+	78165871	78167107
ENSMUST00000096904_at	chr6	+	78320878	78323460
ENSMUST00000089667_at	chr6	-	78325867	78328859
ENSMUST00000101272_at	chr6	+	78330702	78333833
ENSMUST00000023906_at	chr6	+	78355148	78358091
ENSMUST00000079926_at	chr6	+	78375973	78378661
ENSMUST00000032089_at	chr6	-	78416261	78418868
ENSMUST00000083352_at	chr6	+	78861160	78861324
ENSMUST00000064509_at	chr6	+	79969041	79975903
ENSMUST00000083278_at	chr6	+	81588304	81588463
ENSMUST00000043195_at	chr6	+	81873662	81909092
ENSMUST00000032124_at	chr6	-	81911607	81915924
ENSMUST00000042974_at	chr6	+	81991688	82043084
ENSMUST00000095786_at	chr6	-	82597724	82602868
ENSMUST00000000641_at	chr6	-	82861879	82889695
ENSMUST00000113982_at	chr6	-	82866368	82889763
ENSMUST00000089651_at	chr6	-	82980931	82983465
ENSMUST00000101257_at	chr6	+	82984217	83002558
ENSMUST00000000707_at	chr6	+	82984217	83002558
ENSMUST00000113962_at	chr6	-	83001259	83004436
ENSMUST00000113963_at	chr6	-	83001259	83004565
ENSMUST00000089645_at	chr6	-	83001277	83004455
ENSMUST00000092618_at	chr6	+	83004689	83007674
ENSMUST00000077502_at	chr6	+	83007837	83017204
ENSMUST00000089641_at	chr6	-	83018318	83020219
ENSMUST00000092614_at	chr6	+	83028383	83030841
ENSMUST00000041265_at	chr6	+	83036358	83038235
ENSMUST00000101253_at	chr6	+	83051610	83059931
ENSMUST00000101254_at	chr6	+	83051610	83058371
ENSMUST00000113938_at	chr6	+	83059088	83059931
ENSMUST00000032114_at	chr6	+	83065499	83068890
ENSMUST00000032111_at	chr6	-	83069038	83071417
ENSMUST00000113936_at	chr6	-	83069038	83071417
ENSMUST00000113935_at	chr6	-	83071758	83075425
ENSMUST00000032109_at	chr6	-	83071761	83075125
ENSMUST00000032108_at	chr6	-	83102741	83106361
ENSMUST00000032106_at	chr6	+	83106458	83112937
ENSMUST00000077407_at	chr6	+	83115913	83150110
ENSMUST00000113913_at	chr6	+	83115944	83150111
ENSMUST00000113918_at	chr6	+	83129582	83150110
ENSMUST00000113919_at	chr6	+	83129866	83150110
ENSMUST00000113907_at	chr6	+	83135939	83150111
ENSMUST00000005810_at	chr6	-	83255699	83267581
ENSMUST00000055261_at	chr6	+	83276038	83293685
ENSMUST00000038658_at	chr6	+	83276051	83291735
ENSMUST00000101245_at	chr6	+	83276078	83292806
ENSMUST00000122216_at	chr6	+	83299140	83308390
ENSMUST00000120040_at	chr6	+	83299209	83308365
ENSMUST00000055875_at	chr6	+	83299477	83308386
ENSMUST00000089622_at	chr6	-	83318377	83329896
ENSMUST00000051321_at	chr6	-	83319660	83329896
ENSMUST00000063376_at	chr6	+	83391748	83398316
ENSMUST00000113888_at	chr6	-	83430210	83456963
ENSMUST00000014698_at	chr6	-	83430212	83456907
ENSMUST00000101241_at	chr6	-	83430213	83456908
ENSMUST00000116799_at	chr6	-	83458647	83458739
ENSMUST00000075161_at	chr6	-	83462903	83486217
ENSMUST00000121731_at	chr6	-	83462905	83477984
ENSMUST00000068054_at	chr6	-	83493206	83522449
ENSMUST00000014686_at	chr6	-	83594535	83606110
ENSMUST00000037807_at	chr6	+	83661257	83688298
ENSMUST00000006431_at	chr6	+	83693010	83708803
ENSMUST00000014891_at	chr6	+	83712637	83718320
ENSMUST00000113857_at	chr6	+	83712859	83718320
ENSMUST00000014892_at	chr6	-	83720409	83725769
ENSMUST00000113851_at	chr6	+	83745021	83752548
ENSMUST00000037376_at	chr6	+	83745037	83752549
ENSMUST00000113850_at	chr6	+	83745228	83753414
ENSMUST00000058383_at	chr6	-	83756055	83781735
ENSMUST00000104144_at	chr6	-	83786930	83787060
ENSMUST00000113842_at	chr6	-	83824192	83825447
ENSMUST00000101229_at	chr6	-	84362935	84373832
ENSMUST00000101224_at	chr6	-	84939385	85019507
ENSMUST00000119728_at	chr6	+	85026185	85026713
ENSMUST00000045986_at	chr6	-	85083678	85087812
ENSMUST00000095768_at	chr6	+	85084116	85084258
ENSMUST00000113801_at	chr6	+	85089267	85093643
ENSMUST00000101220_at	chr6	+	85089267	85093635
ENSMUST00000089584_at	chr6	+	85104998	85106228
ENSMUST00000045942_at	chr6	+	85137924	85154352
ENSMUST00000113788_at	chr6	-	85249076	85283416
ENSMUST00000113787_at	chr6	-	85268865	85282744
ENSMUST00000089579_at	chr6	-	85284956	85324628
ENSMUST00000060837_at	chr6	-	85284956	85324628
ENSMUST00000102058_at	chr6	-	85286285	85286367
ENSMUST00000089578_at	chr6	+	85373879	85378873
ENSMUST00000045693_at	chr6	+	85381991	85395985
ENSMUST00000032080_at	chr6	-	85396804	85401262
ENSMUST00000113770_at	chr6	-	85397028	85401242
ENSMUST00000032078_at	chr6	+	85402069	85418376
ENSMUST00000095759_at	chr6	-	85461124	85463583
ENSMUST00000050780_at	chr6	-	85710672	85715738
ENSMUST00000087656_at	chr6	-	85758478	85759857
ENSMUST00000032074_at	chr6	-	85767214	85770966
ENSMUST00000032073_at	chr6	-	85780381	85782076
ENSMUST00000046048_at	chr6	+	85793973	85794456
ENSMUST00000045008_at	chr6	-	85815416	85819152
ENSMUST00000074332_at	chr6	-	85860150	85865620
ENSMUST00000113753_at	chr6	+	85865731	85880278
ENSMUST00000113751_at	chr6	+	85865731	85877602
ENSMUST00000113752_at	chr6	+	85865748	85878901
ENSMUST00000067137_at	chr6	+	85865750	85880272
ENSMUST00000089570_at	chr6	+	85871441	85878514
ENSMUST00000032071_at	chr6	-	85897180	85911637
ENSMUST00000032070_at	chr6	+	85967184	85970990
ENSMUST00000032069_at	chr6	+	86028077	86069549
ENSMUST00000032068_at	chr6	+	86028077	86069549
ENSMUST00000032066_at	chr6	+	86145414	86225151
ENSMUST00000101207_at	chr6	+	86284003	86284310
ENSMUST00000119024_at	chr6	+	86284024	86284234
ENSMUST00000071492_at	chr6	+	86315717	86320051
ENSMUST00000089558_at	chr6	+	86321545	86328896
ENSMUST00000032065_at	chr6	-	86337085	86347099
ENSMUST00000113708_at	chr6	+	86354466	86375279
ENSMUST00000050497_at	chr6	+	86388391	86420379
ENSMUST00000113700_at	chr6	+	86388685	86420382
ENSMUST00000113698_at	chr6	+	86388720	86420382
ENSMUST00000053015_at	chr6	-	86474485	86476315
ENSMUST00000043400_at	chr6	+	86578167	86579696
ENSMUST00000001184_at	chr6	-	86598975	86619150
ENSMUST00000101204_at	chr6	-	86614288	86614572
ENSMUST00000001186_at	chr6	-	86625162	86634485
ENSMUST00000113683_at	chr6	-	86625665	86634516
ENSMUST00000001185_at	chr6	-	86641763	86683357
ENSMUST00000113679_at	chr6	-	86670203	86683234
ENSMUST00000113675_at	chr6	-	86686833	86715904
ENSMUST00000001187_at	chr6	-	86686840	86743578
ENSMUST00000089525_at	chr6	-	86700844	86743578
ENSMUST00000116070_at	chr6	+	86946478	86948706
ENSMUST00000120240_at	chr6	+	86959229	86978455
ENSMUST00000032060_at	chr6	+	86959882	86978454
ENSMUST00000117583_at	chr6	+	86959882	86978440
ENSMUST00000113657_at	chr6	+	86992839	87005418
ENSMUST00000113655_at	chr6	+	86992843	87005418
ENSMUST00000122664_at	chr6	+	87231142	87231254
ENSMUST00000032129_at	chr6	-	87295646	87300909
ENSMUST00000032128_at	chr6	+	87323350	87329491
ENSMUST00000032127_at	chr6	-	87333312	87338929
ENSMUST00000032125_at	chr6	+	87379026	87384486
ENSMUST00000050887_at	chr6	-	87528587	87540708
ENSMUST00000065997_at	chr6	-	87578422	87622141
ENSMUST00000032130_at	chr6	-	87579742	87622162
ENSMUST00000095740_at	chr6	+	87622375	87629280
ENSMUST00000104660_at	chr6	+	87677234	87677327
ENSMUST00000032132_at	chr6	+	87680862	87684010
ENSMUST00000089503_at	chr6	+	87701755	87704853
ENSMUST00000089501_at	chr6	-	87714986	87716198
ENSMUST00000032133_at	chr6	+	87728129	87729756
ENSMUST00000113625_at	chr6	-	87738846	87761772
ENSMUST00000078647_at	chr6	-	87738846	87761773
ENSMUST00000032134_at	chr6	-	87738846	87759748
ENSMUST00000032135_at	chr6	-	87743962	87761773
ENSMUST00000089497_at	chr6	-	87768782	87788671
ENSMUST00000113619_at	chr6	-	87793075	87801100
ENSMUST00000032138_at	chr6	-	87793167	87801042
ENSMUST00000113617_at	chr6	-	87795091	87801054
ENSMUST00000049966_at	chr6	+	87837921	87840753
ENSMUST00000113607_at	chr6	+	87837933	87863589
ENSMUST00000032141_at	chr6	+	87863969	87886605
ENSMUST00000113606_at	chr6	+	87864299	87886623
ENSMUST00000090438_at	chr6	-	87898447	87899446
ENSMUST00000056403_at	chr6	-	87930414	87931631
ENSMUST00000113597_at	chr6	-	87949436	87969777
ENSMUST00000113600_at	chr6	-	87949798	87995238
ENSMUST00000113596_at	chr6	-	87949798	87995239
ENSMUST00000095048_at	chr6	-	87949933	87969777
ENSMUST00000032143_at	chr6	+	88034513	88053950
ENSMUST00000015197_at	chr6	+	88148327	88156483
ENSMUST00000061866_at	chr6	+	88172261	88173250
ENSMUST00000054792_at	chr6	-	88172595	88175672
ENSMUST00000122633_at	chr6	+	88355970	88356295
ENSMUST00000032165_at	chr6	+	88415435	88447557
ENSMUST00000032168_at	chr6	-	88453600	88468794
ENSMUST00000120933_at	chr6	-	88497715	88577436
ENSMUST00000038804_at	chr6	-	88567429	88577439
ENSMUST00000113580_at	chr6	+	88674426	88716344
ENSMUST00000032169_at	chr6	-	88785909	88791860
ENSMUST00000095728_at	chr6	-	88785909	88791860
ENSMUST00000089447_at	chr6	-	88792558	88824973
ENSMUST00000038409_at	chr6	-	88792558	88824038
ENSMUST00000061262_at	chr6	-	88792558	88824591
ENSMUST00000058011_at	chr6	-	88833468	88848694
ENSMUST00000055022_at	chr6	+	88852244	88862234
ENSMUST00000068968_at	chr6	+	89046108	89060031
ENSMUST00000101176_at	chr6	+	89090998	89097347
ENSMUST00000079186_at	chr6	-	89162239	89166073
ENSMUST00000049845_at	chr6	-	89268850	89312592
ENSMUST00000101171_at	chr6	+	89593981	89625523
ENSMUST00000113546_at	chr6	+	89593991	89625434
ENSMUST00000000828_at	chr6	+	89594023	89625434
ENSMUST00000089423_at	chr6	-	89648710	89649557
ENSMUST00000075158_at	chr6	+	89664196	89665129
ENSMUST00000089420_at	chr6	+	89696417	89697408
ENSMUST00000089419_at	chr6	-	89794589	89795579
ENSMUST00000089418_at	chr6	-	89819506	89820496
ENSMUST00000089417_at	chr6	+	89843267	89844200
ENSMUST00000054202_at	chr6	-	89881640	89890501
ENSMUST00000075797_at	chr6	+	89926164	89927094
ENSMUST00000074881_at	chr6	+	89971881	89972814
ENSMUST00000073415_at	chr6	-	89985926	89986835
ENSMUST00000071865_at	chr6	-	90022079	90023012
ENSMUST00000081706_at	chr6	+	90057268	90058201
ENSMUST00000072859_at	chr6	+	90078417	90080639
ENSMUST00000081101_at	chr6	+	90103040	90103996
ENSMUST00000079832_at	chr6	+	90128709	90129639
ENSMUST00000078371_at	chr6	+	90152810	90153650
ENSMUST00000076086_at	chr6	-	90173401	90174334
ENSMUST00000089408_at	chr6	+	90192315	90193237
ENSMUST00000058039_at	chr6	+	90219099	90220047
ENSMUST00000054799_at	chr6	+	90251263	90255442
ENSMUST00000070890_at	chr6	-	90259321	90275179
ENSMUST00000113539_at	chr6	+	90319485	90335078
ENSMUST00000045740_at	chr6	+	90319525	90332648
ENSMUST00000075117_at	chr6	+	90319596	90353480
ENSMUST00000057963_at	chr6	+	90319797	90352100
ENSMUST00000062750_at	chr6	-	90353737	90378426
ENSMUST00000032174_at	chr6	+	90412582	90425203
ENSMUST00000113530_at	chr6	+	90415297	90425229
ENSMUST00000032175_at	chr6	+	90500841	90549162
ENSMUST00000101153_at	chr6	-	90610376	90666266
ENSMUST00000101151_at	chr6	-	90639753	90640825
ENSMUST00000081668_at	chr6	-	90794971	90795454
ENSMUST00000096117_at	chr6	+	90855692	90856501
ENSMUST00000117103_at	chr6	+	90855812	90856447
ENSMUST00000068922_at	chr6	-	91028641	91066788
ENSMUST00000041736_at	chr6	+	91106808	91124676
ENSMUST00000041544_at	chr6	+	91162757	91222534
ENSMUST00000113498_at	chr6	+	91162757	91222534
ENSMUST00000040835_at	chr6	-	91414270	91423417
ENSMUST00000032183_at	chr6	+	91423779	91437922
ENSMUST00000032182_at	chr6	-	91439303	91465882
ENSMUST00000040607_at	chr6	+	91466028	91472614
ENSMUST00000032185_at	chr6	+	91634088	91709055
ENSMUST00000105080_at	chr6	-	91712357	91712738
ENSMUST00000079335_at	chr6	-	91715253	91732903
ENSMUST00000037783_at	chr6	+	91828052	91849831
ENSMUST00000037793_at	chr6	+	91828052	91849831
ENSMUST00000113460_at	chr6	+	92041383	92123051
ENSMUST00000113463_at	chr6	+	92042426	92117699
ENSMUST00000006047_at	chr6	+	92088987	92117953
ENSMUST00000014695_at	chr6	-	92124831	92133994
ENSMUST00000006046_at	chr6	-	92192055	92194642
ENSMUST00000057977_at	chr6	+	92766471	92793461
ENSMUST00000113434_at	chr6	+	92819350	92834405
ENSMUST00000095675_at	chr6	-	92853660	92893484
ENSMUST00000103992_at	chr6	-	93285451	93285582
ENSMUST00000083129_at	chr6	-	95050194	95050301
ENSMUST00000119582_at	chr6	+	95067873	95079712
ENSMUST00000032107_at	chr6	+	95067899	95079646
ENSMUST00000089303_at	chr6	-	95226694	95283972
ENSMUST00000089304_at	chr6	+	95272105	95272204
ENSMUST00000090061_at	chr6	-	96114732	96116055
ENSMUST00000083305_at	chr6	-	96419416	96419525
ENSMUST00000104410_at	chr6	-	96510754	96510858
ENSMUST00000054344_at	chr6	-	97060937	97098877
ENSMUST00000113387_at	chr6	-	97061994	97098921
ENSMUST00000083794_at	chr6	-	97112810	97112941
ENSMUST00000032142_at	chr6	-	97133812	97155554
ENSMUST00000089287_at	chr6	-	97133812	97155554
ENSMUST00000044681_at	chr6	+	97160796	97183301
ENSMUST00000095655_at	chr6	-	97188521	97202774
ENSMUST00000082790_at	chr6	-	97497431	97497561
ENSMUST00000083083_at	chr6	-	97522069	97522232
ENSMUST00000082637_at	chr6	+	97680432	97680539
ENSMUST00000118062_at	chr6	-	97840281	97840533
ENSMUST00000043628_at	chr6	+	97941785	97968701
ENSMUST00000091500_at	chr6	+	98196030	98196329
ENSMUST00000104625_at	chr6	-	98508732	98508825
ENSMUST00000068823_at	chr6	-	98902194	98953674
ENSMUST00000113318_at	chr6	+	99098360	99098927
ENSMUST00000075832_at	chr6	-	99102052	99216509
ENSMUST00000113319_at	chr6	-	99102377	99113012
ENSMUST00000122598_at	chr6	+	99525884	99526180
ENSMUST00000101122_at	chr6	+	99642672	99643812
ENSMUST00000032152_at	chr6	-	99661343	99676347
ENSMUST00000101120_at	chr6	-	99661343	99676347
ENSMUST00000121046_at	chr6	-	99827809	99828328
ENSMUST00000081211_at	chr6	-	99827809	99828328
ENSMUST00000101118_at	chr6	-	100178559	100237435
ENSMUST00000111428_at	chr6	+	100554669	100555835
ENSMUST00000121217_at	chr6	+	100554676	100555114
ENSMUST00000113311_at	chr6	+	100654748	100657668
ENSMUST00000117806_at	chr6	+	100676227	100676754
ENSMUST00000071059_at	chr6	+	101488746	101490855
ENSMUST00000064002_at	chr6	+	101724242	101751976
ENSMUST00000074481_at	chr6	-	102887346	102887532
ENSMUST00000113276_at	chr6	+	104680366	104681687
ENSMUST00000113247_at	chr6	+	106719113	106727675
ENSMUST00000113249_at	chr6	+	106719134	106731865
ENSMUST00000113248_at	chr6	+	106719159	106731648
ENSMUST00000057578_at	chr6	+	106719187	106732458
ENSMUST00000101098_at	chr6	+	106719187	106726487
ENSMUST00000113239_at	chr6	-	106728240	106750068
ENSMUST00000049675_at	chr6	-	106728242	106750063
ENSMUST00000013882_at	chr6	-	106730194	106750068
ENSMUST00000082532_at	chr6	+	106951445	106951552
ENSMUST00000049285_at	chr6	+	107479719	107520204
ENSMUST00000049246_at	chr6	+	108015039	108027114
ENSMUST00000101091_at	chr6	-	108421052	108421265
ENSMUST00000062429_at	chr6	-	108513598	108515582
ENSMUST00000032194_at	chr6	+	108610622	108616919
ENSMUST00000032196_at	chr6	+	108733075	108773542
ENSMUST00000089160_at	chr6	+	108831994	108832405
ENSMUST00000104074_at	chr6	-	112184149	112184257
ENSMUST00000032376_at	chr6	+	112223807	112280416
ENSMUST00000053559_at	chr6	-	112236787	112238831
ENSMUST00000089151_at	chr6	+	112252992	112279960
ENSMUST00000075477_at	chr6	+	112409684	112422864
ENSMUST00000053306_at	chr6	-	112423677	112439802
ENSMUST00000120088_at	chr6	+	112513635	112515201
ENSMUST00000082634_at	chr6	-	112542960	112543067
ENSMUST00000051685_at	chr6	+	112555421	112558791
ENSMUST00000121490_at	chr6	+	112555537	112556773
ENSMUST00000105079_at	chr6	-	112669284	112669500
ENSMUST00000105078_at	chr6	+	112926184	112926460
ENSMUST00000117265_at	chr6	+	112926206	112926377
ENSMUST00000083375_at	chr6	-	112985836	112985928
ENSMUST00000032398_at	chr6	+	112996326	113018171
ENSMUST00000104243_at	chr6	+	113010691	113010797
ENSMUST00000113157_at	chr6	+	113027632	113103418
ENSMUST00000042889_at	chr6	+	113027632	113103418
ENSMUST00000113155_at	chr6	+	113055030	113103429
ENSMUST00000113146_at	chr6	+	113187886	113231196
ENSMUST00000032403_at	chr6	+	113187886	113231196
ENSMUST00000042548_at	chr6	+	113187886	113231196
ENSMUST00000113122_at	chr6	+	113257174	113274851
ENSMUST00000113119_at	chr6	+	113257185	113274696
ENSMUST00000113121_at	chr6	+	113257185	113274715
ENSMUST00000001677_at	chr6	+	113257190	113274696
ENSMUST00000113117_at	chr6	+	113257217	113274835
ENSMUST00000032406_at	chr6	+	113277002	113284178
ENSMUST00000032409_at	chr6	-	113284120	113293916
ENSMUST00000099118_at	chr6	-	113316648	113327511
ENSMUST00000043333_at	chr6	-	113316648	113327370
ENSMUST00000032410_at	chr6	-	113316660	113327832
ENSMUST00000113107_at	chr6	-	113324379	113327733
ENSMUST00000113106_at	chr6	-	113324476	113327733
ENSMUST00000102708_at	chr6	+	113328185	113339646
ENSMUST00000032412_at	chr6	+	113328185	113335813
ENSMUST00000032414_at	chr6	+	113342451	113364556
ENSMUST00000038889_at	chr6	+	113342490	113349183
ENSMUST00000067255_at	chr6	+	113347751	113364558
ENSMUST00000060634_at	chr6	-	113365322	113369313
ENSMUST00000113092_at	chr6	-	113365390	113369334
ENSMUST00000101070_at	chr6	+	113392702	113398203
ENSMUST00000058548_at	chr6	+	113408477	113420745
ENSMUST00000113073_at	chr6	+	113408477	113420137
ENSMUST00000062146_at	chr6	+	113408477	113420745
ENSMUST00000101065_at	chr6	+	113408888	113420137
ENSMUST00000053569_at	chr6	+	113408888	113420137
ENSMUST00000058300_at	chr6	+	113421500	113433113
ENSMUST00000113062_at	chr6	+	113421500	113433134
ENSMUST00000113061_at	chr6	+	113421500	113433132
ENSMUST00000032422_at	chr6	+	113433553	113443333
ENSMUST00000057429_at	chr6	-	113443916	113451925
ENSMUST00000101059_at	chr6	-	113444088	113451812
ENSMUST00000032425_at	chr6	-	113464880	113481632
ENSMUST00000101051_at	chr6	+	113481697	113488713
ENSMUST00000035870_at	chr6	-	113546755	113550647
ENSMUST00000035725_at	chr6	+	113554751	113566688
ENSMUST00000035673_at	chr6	+	113573994	113581625
ENSMUST00000089018_at	chr6	+	113647492	113661062
ENSMUST00000113022_at	chr6	+	113647666	113660199
ENSMUST00000113023_at	chr6	+	113647667	113661062
ENSMUST00000080745_at	chr6	-	113666112	113669874
ENSMUST00000064993_at	chr6	-	113666112	113669874
ENSMUST00000082099_at	chr6	-	113666112	113669874
ENSMUST00000032440_at	chr6	-	113678045	113690675
ENSMUST00000032454_at	chr6	+	114232767	114267516
ENSMUST00000112994_at	chr6	+	114232767	114255401
ENSMUST00000112991_at	chr6	+	114429719	114431255
ENSMUST00000032461_at	chr6	-	114954405	114987894
ENSMUST00000112975_at	chr6	-	114974738	114987894
ENSMUST00000032462_at	chr6	-	115195633	115201867
ENSMUST00000000450_at	chr6	+	115372083	115440419
ENSMUST00000040234_at	chr6	+	115494721	115528352
ENSMUST00000088962_at	chr6	-	115533561	115542567
ENSMUST00000112957_at	chr6	-	115535139	115542594
ENSMUST00000000449_at	chr6	+	115551978	115568688
ENSMUST00000119165_at	chr6	-	115588267	115589077
ENSMUST00000118806_at	chr6	-	115588345	115589077
ENSMUST00000068960_at	chr6	+	115626012	115627154
ENSMUST00000112946_at	chr6	-	115679148	115709289
ENSMUST00000072933_at	chr6	-	115679158	115708979
ENSMUST00000081840_at	chr6	-	115755529	115758765
ENSMUST00000082629_at	chr6	-	115757992	115758132
ENSMUST00000032468_at	chr6	-	115767794	115788430
ENSMUST00000032469_at	chr6	-	115792361	115803228
ENSMUST00000032471_at	chr6	+	115881944	115888847
ENSMUST00000037831_at	chr6	+	115894953	115900251
ENSMUST00000088816_at	chr6	-	115904828	115945023
ENSMUST00000015511_at	chr6	-	115904830	115945023
ENSMUST00000059673_at	chr6	+	116123651	116124512
ENSMUST00000118191_at	chr6	-	116145435	116145876
ENSMUST00000072499_at	chr6	-	116145435	116145876
ENSMUST00000036759_at	chr6	+	116158055	116212686
ENSMUST00000112899_at	chr6	+	116223628	116223833
ENSMUST00000079012_at	chr6	+	116288039	116359556
ENSMUST00000101032_at	chr6	+	116288140	116359556
ENSMUST00000104570_at	chr6	-	116321956	116322086
ENSMUST00000101031_at	chr6	+	116351466	116359556
ENSMUST00000065786_at	chr6	+	116443628	116444558
ENSMUST00000075756_at	chr6	+	116456533	116467983
ENSMUST00000121958_at	chr6	+	116490472	116491456
ENSMUST00000077886_at	chr6	+	116501158	116502600
ENSMUST00000122096_at	chr6	+	116501181	116502417
ENSMUST00000060204_at	chr6	+	116506444	116507407
ENSMUST00000061723_at	chr6	-	116532029	116532962
ENSMUST00000104511_at	chr6	-	116552216	116552354
ENSMUST00000112880_at	chr6	-	116574921	116578719
ENSMUST00000057540_at	chr6	-	116574921	116578940
ENSMUST00000079749_at	chr6	-	116574939	116578980
ENSMUST00000035842_at	chr6	-	116583025	116623809
ENSMUST00000067354_at	chr6	+	116600701	116602805
ENSMUST00000112866_at	chr6	+	117118552	117125087
ENSMUST00000073043_at	chr6	+	117118580	117131385
ENSMUST00000112871_at	chr6	+	117118591	117131384
ENSMUST00000008011_at	chr6	+	117509714	117518211
ENSMUST00000101030_at	chr6	+	117666490	117667485
ENSMUST00000095552_at	chr6	+	117758349	117759597
ENSMUST00000120444_at	chr6	+	117758737	117759238
ENSMUST00000112859_at	chr6	+	117791197	117795230
ENSMUST00000112861_at	chr6	+	117791263	117795974
ENSMUST00000035638_at	chr6	+	117791271	117795973
ENSMUST00000112860_at	chr6	+	117791298	117795974
ENSMUST00000112858_at	chr6	+	117791298	117795431
ENSMUST00000112857_at	chr6	+	117813101	117820752
ENSMUST00000079405_at	chr6	+	117813101	117822783
ENSMUST00000035493_at	chr6	+	117856805	117875635
ENSMUST00000035534_at	chr6	-	117857127	117857778
ENSMUST00000005114_at	chr6	-	117883576	117887353
ENSMUST00000092741_at	chr6	+	117947125	117947846
ENSMUST00000118257_at	chr6	+	117947224	117948010
ENSMUST00000049344_at	chr6	-	118057479	118089145
ENSMUST00000104599_at	chr6	-	118061931	118062063
ENSMUST00000032201_at	chr6	-	118101765	118147762
ENSMUST00000088790_at	chr6	-	118101765	118147762
ENSMUST00000122537_at	chr6	+	118118080	118118167
ENSMUST00000069292_at	chr6	-	118377338	118383864
ENSMUST00000112838_at	chr6	-	118411967	118418033
ENSMUST00000112825_at	chr6	-	118542321	118545444
ENSMUST00000032272_at	chr6	-	119303167	119367501
ENSMUST00000117171_at	chr6	-	119382548	119399404
ENSMUST00000032094_at	chr6	+	119429788	119432902
ENSMUST00000088682_at	chr6	+	119509954	119516204
ENSMUST00000112731_at	chr6	+	119523637	119536236
ENSMUST00000079582_at	chr6	-	119722724	119798168
ENSMUST00000112732_at	chr6	-	119723676	119775236
ENSMUST00000062454_at	chr6	+	119798210	119799031
ENSMUST00000121192_at	chr6	+	119842937	119843821
ENSMUST00000032269_at	chr6	+	119852745	119872840
ENSMUST00000101005_at	chr6	-	119912384	119913686
ENSMUST00000102262_at	chr6	-	119984245	119984329
ENSMUST00000082544_at	chr6	-	120093661	120093768
ENSMUST00000035244_at	chr6	+	120143840	120150352
ENSMUST00000112703_at	chr6	-	120275052	120307490
ENSMUST00000032283_at	chr6	-	120275192	120307369
ENSMUST00000122505_at	chr6	-	120331051	120331157
ENSMUST00000002976_at	chr6	+	120413264	120433744
ENSMUST00000100995_at	chr6	-	120442105	120443977
ENSMUST00000075303_at	chr6	-	120459512	120481337
ENSMUST00000100993_at	chr6	+	120616599	120716922
ENSMUST00000112684_at	chr6	+	120668316	120681581
ENSMUST00000112682_at	chr6	+	120723595	120744354
ENSMUST00000000102_at	chr6	+	120735895	120744354
ENSMUST00000019354_at	chr6	-	120745262	120772719
ENSMUST00000009256_at	chr6	+	120786247	120842860
ENSMUST00000098457_at	chr6	-	120881724	120953170
ENSMUST00000038002_at	chr6	-	120881729	120932737
ENSMUST00000118234_at	chr6	+	121133684	121146203
ENSMUST00000120066_at	chr6	+	121133906	121146203
ENSMUST00000088561_at	chr6	+	121133922	121146108
ENSMUST00000032233_at	chr6	+	121160815	121176872
ENSMUST00000032198_at	chr6	+	121195924	121220934
ENSMUST00000064580_at	chr6	+	121250305	121287735
ENSMUST00000104848_at	chr6	-	121275597	121275694
ENSMUST00000032200_at	chr6	+	121296714	121315790
ENSMUST00000032203_at	chr6	+	121586244	121629244
ENSMUST00000032228_at	chr6	+	121788558	121839072
ENSMUST00000078431_at	chr6	+	122086645	122100975
ENSMUST00000032207_at	chr6	-	122220620	122232851
ENSMUST00000112610_at	chr6	+	122258737	122267698
ENSMUST00000007602_at	chr6	+	122259016	122266807
ENSMUST00000079560_at	chr6	-	122267748	122287033
ENSMUST00000081849_at	chr6	-	122267748	122287033
ENSMUST00000112600_at	chr6	-	122282592	122288669
ENSMUST00000043553_at	chr6	+	122341396	122342705
ENSMUST00000068506_at	chr6	+	122406884	122407424
ENSMUST00000119780_at	chr6	+	122406921	122407392
ENSMUST00000118626_at	chr6	+	122463676	122478650
ENSMUST00000121656_at	chr6	+	122463693	122478650
ENSMUST00000032210_at	chr6	+	122463694	122478650
ENSMUST00000043301_at	chr6	+	122503826	122514197
ENSMUST00000112592_at	chr6	+	122510502	122513094
ENSMUST00000112587_at	chr6	-	122527816	122550145
ENSMUST00000032211_at	chr6	-	122556265	122560046
ENSMUST00000083787_at	chr6	+	122573564	122573676
ENSMUST00000049644_at	chr6	+	122576440	122580289
ENSMUST00000079261_at	chr6	+	122645989	122646939
ENSMUST00000121713_at	chr6	+	122646018	122646900
